date,zone,ndvi,ndvi_seasonal_dev,fire_count,anomaly_score,risk_score,risk_level
2024-01-22,western_ghats,0.2641889317233823,-0.03078331032666426,125,-0.41018375116480327,36.5,MODERATE
2024-01-29,western_ghats,0.2575566971471503,-0.03741554490289628,125,-0.39753138792074916,37.5,MODERATE
2024-02-12,western_ghats,0.33182088398373777,-0.01596341005782248,125,-0.4107566472962959,29.4,MODERATE
2024-02-26,western_ghats,0.24106813610607797,-0.10671615793548228,125,-0.4212059967330217,47.8,MODERATE
2024-03-11,western_ghats,0.3035072912150463,0.021567337270170073,125,-0.4035653367382848,29.5,MODERATE
2024-03-25,western_ghats,0.18156643305882209,-0.10037352088605417,125,-0.43923557089242893,51.9,HIGH
2024-04-08,western_ghats,0.18173949388044497,-0.08182919975277608,125,-0.43781162768433046,49.6,MODERATE
2024-04-29,western_ghats,0.2326033008305346,-0.030965392802686453,125,-0.42405109134048624,39.5,MODERATE
2024-06-10,western_ghats,0.231150745887032,0.0,125,-0.46334780563298944,37.1,MODERATE
2024-12-02,western_ghats,0.3649001536074974,-0.02730203080477922,125,-0.5056201216570961,30.9,MODERATE
